Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,183.97999572753906,184.07000732421875,182.47999572753906,182.9199981689453,152.66909790039062,119636900
2014-01-03,183.22999572753906,183.60000610351562,182.6300048828125,182.88999938964844,152.64407348632812,81390600
2014-01-06,183.49000549316406,183.55999755859375,182.0800018310547,182.36000061035156,152.2017364501953,108028200
2014-01-07,183.08999633789062,183.7899932861328,182.9499969482422,183.47999572753906,153.1365509033203,86144200
2014-01-08,183.4499969482422,183.8300018310547,182.88999938964844,183.52000427246094,153.16990661621094,96582300
2014-01-09,184.11000061035156,184.1300048828125,182.8000030517578,183.63999938964844,153.27011108398438,90683400
2014-01-10,183.9499969482422,184.22000122070312,183.00999450683594,184.13999938964844,153.68734741210938,102026400
2014-01-13,183.6699981689453,184.17999267578125,181.33999633789062,181.69000244140625,151.642578125,149892000
2014-01-14,182.2899932861328,183.77000427246094,181.9499969482422,183.6699981689453,153.29510498046875,105016100
2014-01-15,184.10000610351562,184.94000244140625,183.7100067138672,184.66000366210938,154.1213836669922,98525800
2014-01-16,184.27999877929688,184.66000366210938,183.8300018310547,184.4199981689453,153.9210662841797,72290600
2014-01-17,184.10000610351562,184.4499969482422,183.32000732421875,183.63999938964844,153.27011108398438,107848700
2014-01-21,184.6999969482422,184.77000427246094,183.0500030517578,184.17999267578125,153.72076416015625,88621200
2014-01-22,184.49000549316406,184.57000732421875,183.91000366210938,184.3000030517578,153.8209228515625,61270900
2014-01-23,183.3699951171875,183.39999389648438,181.82000732421875,182.7899932861328,152.56060791015625,132496900
2014-01-24,181.60000610351562,181.66000366210938,178.8300018310547,178.88999938964844,149.3056182861328,208677100
2014-01-27,179.05999755859375,179.52000427246094,177.1199951171875,178.00999450683594,148.57110595703125,180843100
2014-01-28,178.13999938964844,179.3000030517578,178.1199951171875,179.07000732421875,149.4558563232422,110463200
2014-01-29,177.5800018310547,178.5500030517578,176.8800048828125,177.35000610351562,148.02029418945312,216597300
2014-01-30,178.8300018310547,179.80999755859375,178.25999450683594,179.22999572753906,149.58937072753906,118938100
2014-01-31,177.00999450683594,179.2899932861328,176.9199981689453,178.17999267578125,148.71299743652344,194677900
2014-02-03,177.97000122070312,178.3699951171875,173.8300018310547,174.1699981689453,145.36619567871094,254837100
2014-02-04,174.9499969482422,175.83999633789062,174.11000061035156,175.38999938964844,146.38441467285156,165012400
2014-02-05,174.77999877929688,175.55999755859375,173.7100067138672,175.1699981689453,146.20082092285156,164230500
2014-02-06,175.5800018310547,177.47999572753906,175.22000122070312,177.47999572753906,148.1287841796875,132877600
2014-02-07,178.30999755859375,179.8699951171875,177.72999572753906,179.67999267578125,149.96498107910156,170787200
2014-02-10,179.6999969482422,180.07000732421875,179.2100067138672,180.00999450683594,150.24041748046875,92218800
2014-02-11,180.16000366210938,182.44000244140625,180.0399932861328,181.97999572753906,151.8846435546875,117814100
2014-02-12,182.25,182.8300018310547,181.7100067138672,182.07000732421875,151.95970153808594,94717700
2014-02-13,180.83999633789062,183.1999969482422,180.8300018310547,183.00999450683594,152.7441864013672,100542200
2014-02-14,182.83999633789062,184.36000061035156,182.6699981689453,184.02000427246094,153.58721923828125,96498400
2014-02-18,184.17999267578125,184.49000549316406,183.64999389648438,184.24000549316406,153.77085876464844,80460900
2014-02-19,183.75999450683594,184.9499969482422,182.8699951171875,183.02000427246094,152.7526092529297,126524300
2014-02-20,183.27000427246094,184.52000427246094,182.60000610351562,184.10000610351562,153.65408325195312,104998100
2014-02-21,184.4499969482422,184.88999938964844,183.8000030517578,183.88999938964844,153.47869873046875,118116400
2014-02-24,184.27999877929688,186.14999389648438,184.1999969482422,184.91000366210938,154.33004760742188,114063900
2014-02-25,185.05999755859375,185.58999633789062,184.22999572753906,184.83999633789062,154.27159118652344,117085000
2014-02-26,185.11000061035156,185.60000610351562,184.3300018310547,184.85000610351562,154.2799835205078,98677200
2014-02-27,184.5800018310547,185.8699951171875,184.3699951171875,185.82000732421875,155.0895538330078,93880800
2014-02-28,185.7899932861328,187.14999389648438,185.0500030517578,186.2899932861328,155.48178100585938,150842000
2014-03-03,184.64999389648438,185.4499969482422,183.75,184.97999572753906,154.38841247558594,167748500
2014-03-04,186.7899932861328,187.97999572753906,186.75,187.5800018310547,156.55848693847656,167545900
2014-03-05,187.74000549316406,188.07000732421875,187.4499969482422,187.75,156.70034790039062,88376900
2014-03-06,188.2100067138672,188.61000061035156,187.77999877929688,188.17999267578125,157.0592498779297,82516500
2014-03-07,188.9600067138672,188.9600067138672,187.42999267578125,188.25999450683594,157.12606811523438,114513500
2014-03-10,187.97000122070312,188.22999572753906,187.0800018310547,188.16000366210938,157.0425567626953,74939200
2014-03-11,188.44000244140625,188.7100067138672,186.8000030517578,187.22999572753906,156.26638793945312,99009100
2014-03-12,186.32000732421875,187.35000610351562,185.89999389648438,187.27999877929688,156.30809020996094,104824400
2014-03-13,187.83999633789062,187.99000549316406,184.66000366210938,185.17999267578125,154.555419921875,155014300
2014-03-14,184.85000610351562,185.8000030517578,184.44000244140625,184.66000366210938,154.1213836669922,153919600
2014-03-17,185.58999633789062,186.77000427246094,185.50999450683594,186.3300018310547,155.5152130126953,98359500
2014-03-18,186.7100067138672,187.91000366210938,186.50999450683594,187.66000366210938,156.62525939941406,101804600
2014-03-19,187.67999267578125,187.94000244140625,185.47000122070312,186.66000366210938,155.7906036376953,176267300
2014-03-20,186.25,187.88999938964844,185.9199981689453,187.75,156.70034790039062,117241000
2014-03-21,187.7100067138672,189.02000427246094,186.02999877929688,186.1999969482422,156.09255981445312,163128000
2014-03-24,186.83999633789062,187.07000732421875,184.6199951171875,185.42999267578125,155.44711303710938,121411000
2014-03-25,186.3699951171875,186.94000244140625,185.27000427246094,186.30999755859375,156.18475341796875,103852000
2014-03-26,187.0399932861328,187.33999633789062,184.9199981689453,184.97000122070312,155.0614776611328,119843000
2014-03-27,184.75,185.33999633789062,183.89999389648438,184.5800018310547,154.73451232910156,142383000
2014-03-28,185.11000061035156,186.4199981689453,185.0,185.49000549316406,155.49740600585938,101642000
2014-03-31,186.6699981689453,187.3000030517578,185.52000427246094,187.00999450683594,156.7715606689453,99745000
2014-04-01,187.6199951171875,188.36000061035156,187.0,188.25,157.8111572265625,89193000
2014-04-02,188.49000549316406,189.1300048828125,188.13999938964844,188.8800048828125,158.3392333984375,78774000
2014-04-03,189.1699981689453,189.22000122070312,188.0500030517578,188.6300048828125,158.12973022460938,77435000
2014-04-04,189.66000366210938,189.6999969482422,186.10000610351562,186.39999389648438,156.2602996826172,169381000
2014-04-07,185.9499969482422,186.25999450683594,183.9600067138672,184.33999633789062,154.53334045410156,140803000
2014-04-08,184.25999450683594,185.39999389648438,183.58999633789062,185.10000610351562,155.1704559326172,112660000
2014-04-09,185.60000610351562,187.14999389648438,185.05999755859375,187.08999633789062,156.8386688232422,100254000
2014-04-10,187.0800018310547,187.1699981689453,182.92999267578125,183.16000366210938,153.54415893554688,172959000
2014-04-11,182.13999938964844,183.4199981689453,181.30999755859375,181.50999450683594,152.1609344482422,167251000
2014-04-14,182.92999267578125,183.3699951171875,181.44000244140625,182.94000244140625,153.35971069335938,132382000
2014-04-15,183.32000732421875,184.3300018310547,181.50999450683594,184.1999969482422,154.41595458984375,157093000
2014-04-16,185.47000122070312,186.13999938964844,184.64999389648438,186.1300048828125,156.03390502929688,105197000
2014-04-17,185.8800048828125,186.91000366210938,185.55999755859375,186.38999938964844,156.25189208984375,105255000
2014-04-21,186.44000244140625,187.10000610351562,186.2100067138672,187.0399932861328,156.79673767089844,68329000
2014-04-22,187.22999572753906,188.39999389648438,187.1300048828125,187.88999938964844,157.5093536376953,85790000
2014-04-23,187.82000732421875,187.9199981689453,187.3000030517578,187.4499969482422,157.1404571533203,73869000
2014-04-24,188.3699951171875,188.38999938964844,186.92999267578125,187.8300018310547,157.45901489257812,88170000
2014-04-25,187.22000122070312,187.3300018310547,185.8699951171875,186.2899932861328,156.16806030273438,100380000
2014-04-28,187.0500030517578,187.69000244140625,184.9600067138672,186.8800048828125,156.6626739501953,135121000
2014-04-29,187.47999572753906,188.0399932861328,187.0800018310547,187.75,157.39199829101562,84098000
2014-04-30,187.44000244140625,188.5,187.17999267578125,188.30999755859375,157.86138916015625,101508000
2014-05-01,188.22000122070312,188.83999633789062,187.72999572753906,188.3300018310547,157.8782196044922,93019000
2014-05-02,188.30999755859375,189.13999938964844,187.77999877929688,188.05999755859375,157.65182495117188,98122000
2014-05-05,187.13999938964844,188.5500030517578,186.6199951171875,188.4199981689453,157.9536590576172,75883000
2014-05-06,188.0,188.1300048828125,186.74000549316406,186.77999877929688,156.5788116455078,85454000
2014-05-07,187.41000366210938,187.97000122070312,186.00999450683594,187.8800048828125,157.5009765625,106500000
2014-05-08,187.7100067138672,189.0500030517578,187.0800018310547,187.67999267578125,157.333251953125,93618000
2014-05-09,187.7100067138672,188.0399932861328,186.8300018310547,187.9600067138672,157.56805419921875,83679000
2014-05-12,188.8000030517578,189.8800048828125,188.0,189.7899932861328,159.1020965576172,86940000
2014-05-13,190.0399932861328,190.4199981689453,189.77000427246094,189.9600067138672,159.24464416503906,66454000
2014-05-14,189.7899932861328,189.8800048828125,188.7899932861328,189.05999755859375,158.4901580810547,72367000
2014-05-15,188.67999267578125,188.72000122070312,186.47999572753906,187.39999389648438,157.0985565185547,154956000
2014-05-16,187.50999450683594,188.1300048828125,186.72000122070312,188.0500030517578,157.64349365234375,97458000
2014-05-19,187.69000244140625,188.88999938964844,187.52000427246094,188.74000549316406,158.22189331054688,63839000
2014-05-20,188.64999389648438,188.6699981689453,187.07000732421875,187.5500030517578,157.2242889404297,111644000
2014-05-21,188.08999633789062,189.22000122070312,188.05999755859375,189.1300048828125,158.54884338378906,89093000
2014-05-22,189.17999267578125,189.97999572753906,188.86000061035156,189.58999633789062,158.9344482421875,61549000
2014-05-23,189.75999450683594,190.47999572753906,189.58999633789062,190.35000610351562,159.57154846191406,61092800
2014-05-27,191.05999755859375,191.5800018310547,190.9499969482422,191.52000427246094,160.55239868164062,72010000
2014-05-28,191.52000427246094,191.82000732421875,191.05999755859375,191.3800048828125,160.43502807617188,66723000
2014-05-29,191.82000732421875,192.39999389648438,191.3300018310547,192.3699951171875,161.26490783691406,64377000
2014-05-30,192.19000244140625,192.8000030517578,192.02999877929688,192.67999267578125,161.5247802734375,76316000
2014-06-02,192.9499969482422,192.99000549316406,191.97000122070312,192.89999389648438,161.70924377441406,64656000
2014-06-03,192.42999267578125,192.89999389648438,192.25,192.8000030517578,161.62542724609375,65047000
2014-06-04,192.47000122070312,193.3000030517578,192.27000427246094,193.19000244140625,161.95236206054688,55529000
2014-06-05,193.41000366210938,194.64999389648438,192.6999969482422,194.4499969482422,163.0086212158203,92103000
2014-06-06,194.8699951171875,195.42999267578125,194.77999877929688,195.3800048828125,163.7882537841797,78696000
2014-06-09,195.35000610351562,196.0500030517578,195.1699981689453,195.5800018310547,163.9558563232422,65119000
2014-06-10,195.33999633789062,195.63999938964844,194.9199981689453,195.60000610351562,163.97268676757812,57129000
2014-06-11,194.89999389648438,195.1199951171875,194.47999572753906,194.9199981689453,163.4026641845703,68772000
2014-06-12,194.69000244140625,194.8000030517578,193.11000061035156,193.5399932861328,162.2457733154297,106350000
2014-06-13,193.9199981689453,194.32000732421875,193.3000030517578,194.1300048828125,162.74034118652344,82017000
2014-06-16,193.88999938964844,194.6999969482422,193.66000366210938,194.2899932861328,162.87449645996094,87424000
2014-06-17,194.02000427246094,194.97000122070312,193.80999755859375,194.8300018310547,163.32716369628906,84834000
2014-06-18,194.8300018310547,196.3699951171875,194.39999389648438,196.25999450683594,164.5259552001953,105267000
2014-06-19,196.42999267578125,196.60000610351562,195.8000030517578,196.47999572753906,164.7104034423828,85929000
2014-06-20,196.02999877929688,196.10000610351562,195.6999969482422,195.94000244140625,165.04476928710938,100587000
2014-06-23,195.99000549316406,196.0500030517578,195.52000427246094,195.8800048828125,164.9942169189453,70611000
2014-06-24,195.52999877929688,196.5,194.47999572753906,194.6999969482422,164.0002899169922,96237000
2014-06-25,194.2899932861328,195.77999877929688,194.25,195.5800018310547,164.74156188964844,82782000
2014-06-26,195.61000061035156,195.6300048828125,194.1300048828125,195.44000244140625,164.6236114501953,84312000
2014-06-27,194.97999572753906,195.8800048828125,194.88999938964844,195.82000732421875,164.9436798095703,71445100
2014-06-30,195.6999969482422,196.1699981689453,195.52999877929688,195.72000122070312,164.8594512939453,70201200
2014-07-01,196.1999969482422,197.6300048828125,196.1300048828125,197.02999877929688,165.96292114257812,90470000
2014-07-02,197.0500030517578,197.47999572753906,196.9600067138672,197.22999572753906,166.1313934326172,52475000
2014-07-03,197.7899932861328,198.2899932861328,197.63999938964844,198.1999969482422,166.94842529296875,52938800
2014-07-07,197.82000732421875,197.97999572753906,197.22000122070312,197.50999450683594,166.3672332763672,61696000
2014-07-08,197.14999389648438,197.22000122070312,195.75999450683594,196.24000549316406,165.2974395751953,108143000
2014-07-09,196.72999572753906,197.3000030517578,196.30999755859375,197.1199951171875,166.0386962890625,72992000
2014-07-10,195.22000122070312,196.86000061035156,195.05999755859375,196.33999633789062,165.38168334960938,99040000
2014-07-11,196.22000122070312,196.75,195.77999877929688,196.61000061035156,165.60914611816406,64243000
2014-07-14,197.61000061035156,197.86000061035156,197.44000244140625,197.60000610351562,166.4430694580078,58658000
2014-07-15,197.72000122070312,198.10000610351562,196.36000061035156,197.22999572753906,166.1313934326172,111307000
2014-07-16,198.11000061035156,198.25999450683594,197.4199981689453,197.9600067138672,166.7462921142578,79986400
2014-07-17,197.35000610351562,198.10000610351562,195.42999267578125,195.7100067138672,164.8510284423828,145398000
2014-07-18,196.35000610351562,197.91000366210938,196.24000549316406,197.7100067138672,166.53567504882812,124330000
2014-07-21,197.08999633789062,197.5,196.42999267578125,197.33999633789062,166.22401428222656,67592000
2014-07-22,198.00999450683594,198.55999755859375,197.8699951171875,198.1999969482422,166.94842529296875,67678000
2014-07-23,198.5,198.85000610351562,198.10000610351562,198.63999938964844,167.3190460205078,65612000
2014-07-24,198.8300018310547,199.05999755859375,198.4499969482422,198.64999389648438,167.3275146484375,56888000
2014-07-25,198.08999633789062,198.25999450683594,197.3300018310547,197.72000122070312,166.5441131591797,76837000
2014-07-28,197.75999450683594,198.08999633789062,196.6199951171875,197.8000030517578,166.61151123046875,69259000
2014-07-29,198.1699981689453,198.4499969482422,196.9199981689453,196.9499969482422,165.89549255371094,80466000
2014-07-30,197.64999389648438,197.91000366210938,196.16000366210938,196.97999572753906,165.92080688476562,104222000
2014-07-31,195.61000061035156,195.77999877929688,192.97000122070312,193.08999633789062,162.6441650390625,183479000
2014-08-01,192.55999755859375,193.75999450683594,191.57000732421875,192.5,162.1471710205078,189261000
2014-08-04,192.8699951171875,194.3000030517578,192.0500030517578,193.88999938964844,163.31802368164062,91340000
2014-08-05,193.10000610351562,193.60000610351562,191.30999755859375,192.00999450683594,161.7344207763672,152690000
2014-08-06,191.11000061035156,192.88999938964844,191.0800018310547,192.07000732421875,161.7849578857422,94818000
2014-08-07,192.94000244140625,193.1300048828125,190.5500030517578,191.02999877929688,160.9089813232422,135733000
2014-08-08,191.4600067138672,193.3699951171875,190.9499969482422,193.24000549316406,162.7705535888672,117014000
2014-08-11,193.97000122070312,194.66000366210938,193.7100067138672,193.8000030517578,163.24221801757812,74544000
2014-08-12,193.61000061035156,194.14999389648438,192.94000244140625,193.52999877929688,163.0148162841797,73632000
2014-08-13,194.2899932861328,195.05999755859375,193.9600067138672,194.83999633789062,164.11817932128906,69047000
2014-08-14,195.16000366210938,195.75999450683594,194.97999572753906,195.75999450683594,164.8931884765625,57371000
2014-08-15,196.47000122070312,196.64999389648438,194.30999755859375,195.72000122070312,164.8594512939453,139951000
2014-08-18,196.8000030517578,197.4499969482422,196.69000244140625,197.36000061035156,166.24087524414062,75424000
2014-08-19,197.83999633789062,198.5399932861328,197.44000244140625,198.38999938964844,167.10845947265625,59135000
2014-08-20,198.1199951171875,199.16000366210938,198.0800018310547,198.9199981689453,167.554931640625,72763000
2014-08-21,199.08999633789062,199.75999450683594,198.92999267578125,199.5,168.04342651367188,67791000
2014-08-22,199.33999633789062,199.69000244140625,198.74000549316406,199.19000244140625,167.7822723388672,76107000
2014-08-25,200.13999938964844,200.58999633789062,199.14999389648438,200.1999969482422,168.63308715820312,63855000
2014-08-26,200.3300018310547,200.82000732421875,200.27999877929688,200.3300018310547,168.74258422851562,47298000
2014-08-27,200.42999267578125,200.57000732421875,199.94000244140625,200.25,168.67520141601562,47874000
2014-08-28,199.58999633789062,200.27000427246094,199.38999938964844,200.13999938964844,168.58251953125,58330000
2014-08-29,200.4499969482422,200.72999572753906,199.82000732421875,200.7100067138672,169.06265258789062,65907000
2014-09-02,200.97000122070312,201.0,199.86000061035156,200.61000061035156,168.97840881347656,72426000
2014-09-03,201.3800048828125,201.41000366210938,200.22000122070312,200.5,168.88580322265625,57462000
2014-09-04,200.83999633789062,201.5800018310547,199.66000366210938,200.2100067138672,168.64149475097656,85236000
2014-09-05,200.1699981689453,201.19000244140625,199.41000366210938,201.11000061035156,169.3996124267578,102177000
2014-09-08,200.9199981689453,201.2100067138672,200.0,200.58999633789062,168.9615936279297,64146000
2014-09-09,200.41000366210938,200.5500030517578,198.91000366210938,199.32000732421875,167.891845703125,88591000
2014-09-10,199.42999267578125,200.1999969482422,198.77000427246094,200.07000732421875,168.5236053466797,67251000
2014-09-11,199.27000427246094,200.3300018310547,199.1199951171875,200.3000030517578,168.71734619140625,66774400
2014-09-12,200.10000610351562,200.1199951171875,198.55999755859375,199.1300048828125,167.73178100585938,117409300
2014-09-15,199.16000366210938,199.32000732421875,198.3800048828125,198.97999572753906,167.60545349121094,76401000
2014-09-16,198.61000061035156,200.83999633789062,198.5,200.47999572753906,168.86892700195312,116201000
